county_name,acreage_change_pct,farm_count_change_pct,avg_farm_size_change_pct,consolidation_ratio,high_risk,ndvi_proxy,ndvi_health_score
JACKSON,36.448861922253464,-9.00276394164685,49.94835868943741,-0.2463213207786737,0,0,100.0
JEFFERSON,-9.25142004686706,-17.676575203252035,10.23421362411272,1.9315663703256103,1,0,90.74857995313295
JESSAMINE,22.679788943298497,-6.678437889488989,31.459210678472783,-0.2931738264174608,0,0,100.0
JOHNSON,35.836232336588324,-14.270180932498253,58.446890258375426,-0.3970973027678566,0,0,100.0
KENTON,0.6221668525857602,-5.835010060362167,6.8573011233656445,-8.079864147003669,1,0,100.0
KNOTT,-21.344300122818115,-29.48717948717948,11.548083462185213,1.3880042795812249,1,0,78.65569987718189
KNOX,11.19911876245771,0.9004237288135578,10.206790668514513,0.0796897304775035,0,0,100.0
LARUE,23.197404942591938,-1.1442112389979722,24.623359427579125,-0.0491132485277853,0,0,100.0
LAUREL,12.711563992096735,-14.878542510121465,32.41263403589961,-1.161336938979489,0,0,100.0
LAWRENCE,24.95132508088577,-12.867355043685464,43.4035718111533,-0.5136396977860181,0,0,100.0
LEE,5.1436809779261825,-19.435903500473035,30.50935285861928,-3.706538132714496,1,0,100.0
LESLIE,2755.3108950591854,-23.469387755102037,3630.9395695440016,-0.0085175636770493,0,0,100.0
LETCHER,-43.00577314919629,-22.872340425531927,-26.104036910682076,0.5330830502925077,1,1,56.99422685080371
LEWIS,25.09054611253007,-20.720106915437235,57.78344450982548,-0.8225350424273181,0,0,100.0
LINCOLN,16.41594340912554,-2.4288256227758027,19.313869236671017,-0.1470594541655916,0,0,100.0
LIVINGSTON,79.11714862518035,-6.292725679228756,91.14540458411037,-0.0794364072481715,0,0,100.0
LOGAN,14.764516650136834,-6.576980568011958,22.84393862230647,-0.4424617848540278,0,0,100.0
LYON,35.73865380377938,-26.889175732989123,85.66150110419079,-0.7502842009694436,0,0,100.0
MADISON,10.783477477812472,7.104677060133644,3.4347710283589072,0.6527947592685837,0,0,100.0
MAGOFFIN,63.18043934276311,-9.4738651994498,80.25782245346825,-0.1497123802844338,0,0,100.0
MARION,29.64670619520008,-0.0735835172921265,29.74217505101392,-0.0024736694143299,0,0,100.0
MARSHALL,20.18592143352156,17.030960008511336,2.6958348669281853,0.839545793585124,0,0,100.0
MARTIN,-14.149200591159484,-11.458333333333332,-3.0390971382507117,0.8155861437798486,1,1,85.85079940884052
MASON,-12.817481038806392,-20.08871146595698,9.099127996231674,1.5796140292765413,1,0,87.18251896119361
MCCRACKEN,14.874986429307874,3.8859963119644214,10.577932067325088,0.2594991541601035,0,0,100.0
MCCREARY,8.769842290403979,-6.015902908558276,15.732177737023404,-0.6782423758612602,0,0,100.0
MCLEAN,1.3908232506504772,-19.775593287657625,26.38401130743632,-13.264881184962148,1,0,100.0
MEADE,5.873197469955194,-1.3524806474313862,7.324743860574784,-0.2264249012751174,1,0,100.0
MENIFEE,2.5817907397419013,-16.5588065506031,22.93902627597588,-6.1745334209770375,1,0,100.0
MERCER,40.31185138574527,-12.123197903014416,59.66881820629922,-0.2999911532707137,0,0,100.0
METCALFE,21.146444314845063,-14.951023899046293,42.44315436677735,-0.7036953420295315,0,0,100.0
MONROE,25.611080469821797,-12.756823060410916,43.97811367735988,-0.4961605201844453,0,0,100.0
MONTGOMERY,-16.988224862564284,-24.238681279195113,9.570129637460717,1.4352415056317973,1,0,83.01177513743572
MORGAN,19.815191951123133,-17.738817711845357,45.65216377685852,-0.8907178879008978,0,0,100.0
MUHLENBERG,24.09502610260042,11.278655845080449,11.51736616531622,0.4661559692993365,0,0,100.0
NELSON,-6.4827318096340205,-15.268200069832403,10.36856087966857,2.392110545329002,1,0,93.51726819036598
NICHOLAS,6.736411633612155,-18.1930693069307,30.4735561270176,-2.6612015604037036,1,0,100.0
OHIO,-1.4712727610343832,-6.229992612656976,5.074884799747722,4.543219109783489,1,0,98.52872723896562
OLDHAM,36.45451447251744,-9.874686716791976,51.40531500148624,-0.2701359013868452,0,0,100.0
OWEN,16.048299893620595,-20.8212610375276,46.56497617197831,-1.2893779019891165,0,0,100.0
OWSLEY,-7.135206174007013,-38.80057803468208,51.7412923909968,5.5152012712916125,1,0,92.86479382599299
PENDLETON,6.958827603076754,-2.913448190698422,10.168530666498905,-0.4127382554899808,0,0,100.0
PERRY,-20.92550385011558,-24.284351145038173,4.436133541372255,1.1660870882076353,1,0,79.07449614988442
PIKE,57.49101192703016,-31.65170741772413,130.4242080918797,-0.5495945696843799,0,0,100.0
POWELL,47.966016652554934,-10.0,64.40668516950548,-0.2080471962610293,0,0,100.0
PULASKI,21.088980481499632,0.1059972105997261,20.96076544420869,0.0050024686507344,0,0,100.0
ROBERTSON,-6.778756277782966,-24.361813731204094,23.246270595299713,3.647657246042084,1,0,93.22124372221704
ROCKCASTLE,58.16569276829856,-13.336610717044744,82.50577790338764,-0.2288930257824203,0,0,100.0
ROWAN,12.360203340595502,-19.46702094404501,39.52073381331976,-1.5623357349732172,0,0,100.0
RUSSELL,46.10047539181938,-4.5205978855268025,53.01779457799183,-0.0978474322436789,0,0,100.0
SCOTT,8.483137079143567,-11.926785714285716,23.173813921697445,-1.3895602044230406,0,0,100.0
SHELBY,6.814250737244514,-11.14756532066509,20.215333572718755,-1.6122593386174549,0,0,100.0
SIMPSON,40.977323931450286,-8.291959139416774,53.72406018984465,-0.2018622039073034,0,0,100.0
SPENCER,-6.761779756438677,-2.5406992260475043,-4.331121295628377,0.3813844526444893,1,1,93.23822024356133
TAYLOR,-0.3938937664855941,-16.9128730780826,19.88151465042356,57.547573330078194,1,0,99.60610623351441
TODD,30.895358050031135,-7.665232694563942,41.761724071973575,-0.2473026019635298,0,0,100.0
TRIGG,4.956961333515508,-1.7504234895539243,6.8268842078482574,-0.3461413631844129,1,0,100.0
TRIMBLE,-15.547905429019105,-21.184768669231534,7.151997329749478,1.3713683558313126,1,0,84.45209457098089
UNION,39.96306795869244,-3.5664335664335627,45.139367063763736,-0.0890204806609114,0,0,100.0
WARREN,18.13818753145368,-15.214181489716507,39.337202385001376,-0.8341937192759996,0,0,100.0
WASHINGTON,23.97722115729797,-10.37536904259806,38.32940770068399,-0.4309205358382154,0,0,100.0
WAYNE,54.662276100648455,7.034303082935295,44.49785876665048,0.1284516200533162,0,0,100.0
WEBSTER,49.83946871654552,-3.622714388063413,55.47176678110086,-0.0725421091006354,0,0,100.0
WHITLEY,32.270172402510056,-12.603215993046508,51.34443893494562,-0.3893465822897262,0,0,100.0
WOLFE,40.31041616085646,-12.10979228486646,59.64283144673562,-0.2996700711188568,0,0,100.0
WOODFORD,13.484191999526503,3.0749999999999877,10.09865825809025,0.2263660584381589,0,0,100.0
